Eklavya Dwivedi,GL,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Aaron Finch,GL,bat,65,64,5,1603,88,27.17,1229,130.43,0,0,13,170,59

Aaron Finch,GL,bowl,65,5,43,67,1,11/1,11/1,9.35,67,43,0,0

Ravindra Jadeja,GL,bat,138,109,37,1732,48,24.06,1409,122.92,0,0,0,125,57

Ravindra Jadeja,GL,bowl,138,112,1925,2506,82,16/5,16/5,7.81,30.56,23.48,1,0

Dinesh Karthik,GL,bat,152,134,17,2903,86,24.81,2305,125.94,0,0,14,286,71

Dinesh Karthik,GL,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Dhawal Kulkarni,GL,bat,72,18,10,90,28,11.25,96,93.75,0,0,0,6,2

Dhawal Kulkarni,GL,bowl,72,72,1416,1881,76,14/4,14/4,7.97,24.75,18.63,0,0

Brendon McCullum,GL,bat,103,103,5,2753,158,28.09,2098,131.22,2,0,13,277,124

Brendon McCullum,GL,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Dwayne Smith,GL,bat,91,89,5,2385,87,28.39,1764,135.2,0,0,17,245,117

Dwayne Smith,GL,bowl,91,46,539,810,26,8/4,8/4,9.02,31.15,20.73,0,0

Pravin Tambe,GL,bat,33,6,4,18,7,9,39,46.15,0,0,0,1,0

Pravin Tambe,GL,bowl,33,33,660,853,28,20/4,20/4,7.75,30.46,23.57,0,0

Sarabjit Ladda,GL,bat,9,2,1,0,0,0,9,0,0,0,0,0,0

Sarabjit Ladda,GL,bowl,9,9,138,224,5,44/2,44/2,9.74,44.8,27.6,0,0

Amit Mishra,GL,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Paras Dogra,GL,bat,13,12,1,127,41,11.55,138,92.03,0,0,0,4,5

Paras Dogra,GL,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

James Faulkner,GL,bat,60,45,20,527,46,21.08,388,135.82,0,0,0,36,23

James Faulkner,GL,bowl,60,60,1227,1778,59,16/5,16/5,8.69,30.14,20.8,2,0

Ishan Kishan,GL,bat,16,15,0,319,61,21.27,247,129.15,0,0,1,34,13

Ishan Kishan,GL,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Shadab Bashir Jakati,GL,bat,59,8,7,28,13,28,29,96.55,0,0,0,3,0

Shadab Bashir Jakati,GL,bowl,59,57,1085,1451,47,22/4,22/4,8.02,30.87,23.09,0,0

Shivil Koushik,GL,bat,10,2,1,0,0,0,1,0,0,0,0,0,0

Shivil Koushik,GL,bowl,10,10,204,297,6,20/3,20/3,8.74,49.5,34,0,0

Praveen Kumar,GL,bat,119,59,21,340,34,8.95,314,108.28,0,0,0,22,17

Praveen Kumar,GL,bowl,119,119,2524,3251,90,18/3,18/3,7.73,36.12,28.04,0,0

Pradeep Sangwan,GL,bat,38,13,7,24,6,4,35,68.57,0,0,0,1,0

Pradeep Sangwan,GL,bowl,38,38,790,1156,35,18/3,18/3,8.78,33.03,22.57,0,0

Dale Steyn,GL,bat,90,35,13,166,19,7.55,158,105.06,0,0,0,14,3

Dale Steyn,GL,bowl,90,90,2058,2306,92,8/3,8/3,6.72,25.07,22.37,0,0

Andrew Tye,GL,bat,6,3,1,53,25,26.5,30,176.67,0,0,0,4,3

Andrew Tye,GL,bowl,6,6,126,141,12,17/5,17/5,6.71,11.75,10.5,1,0

MS Dhoni,RPS,bat,159,143,49,3561,70,37.88,2604,136.75,0,0,17,251,156

MS Dhoni,RPS,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Ravichandran Ashwin,RPS,bat,111,37,15,231,29,10.5,240,96.25,0,0,0,22,2

Ravichandran Ashwin,RPS,bowl,111,108,2290,2499,100,34/4,34/4,6.55,24.99,22.9,0,0

Rajat Bhatia,RPS,bat,95,49,19,342,26,11.4,284,120.42,0,0,0,24,13

Rajat Bhatia,RPS,bowl,95,91,1636,2020,71,15/4,15/4,7.41,28.45,23.04,0,0

Deepak Chahar,RPS,bat,5,1,0,14,14,14,6,233.33,0,0,0,0,2

Deepak Chahar,RPS,bowl,5,5,72,115,1,35/1,35/1,9.58,115,72,0,0

Faf du Plessis,RPS,bat,53,46,3,1295,73,30.12,1012,127.96,0,0,8,110,38

Faf du Plessis,RPS,bowl,53,1,6,16,0,16/0,16/0,16,0,0,0,0

Jaskaran Singh,RPS,bat,8,5,4,8,4,8,11,72.73,0,0,0,0,0

Jaskaran Singh,RPS,bowl,8,7,102,171,6,18/2,18/2,10.06,28.5,17,0,0

Irfan Pathan,RPS,bat,103,82,29,1139,60,21.49,946,120.4,0,0,1,87,37

Irfan Pathan,RPS,bowl,103,101,2043,2649,80,24/3,24/3,7.78,33.11,25.54,0,0

Kevin Pietersen,RPS,bat,36,36,8,1001,103,35.75,743,134.72,1,0,4,91,40

Kevin Pietersen,RPS,bowl,36,13,174,215,7,31/2,31/2,7.41,30.71,24.86,0,0

Ishant Sharma,RPS,bat,76,22,16,45,9,7.5,58,77.59,0,0,0,3,1

Ishant Sharma,RPS,bowl,76,76,1631,2229,58,12/5,12/5,8.2,38.43,28.12,1,0

Steven Smith,RPS,bat,69,62,16,1703,101,37.02,1293,131.71,1,0,5,150,45

Steven Smith,RPS,bowl,69,1,2,5,0,5/0,5/0,0,0,0,0,0

Adam Zampa,RPS,bat,11,2,0,5,5,2.5,8,62.5,0,0,0,1,0

Adam Zampa,RPS,bowl,11,11,221,278,19,19/6,19/6,7.55,14.63,11.63,1,0

Ankit Sharma,RPS,bat,21,10,3,87,30,12.43,67,129.85,0,0,0,7,4

Ankit Sharma,RPS,bowl,21,20,361,439,12,20/2,20/2,7.3,36.58,30.08,0,0

Murugan Ashwin,RPS,bat,10,1,0,0,0,0,1,0,0,0,0,0,0

Murugan Ashwin,RPS,bowl,10,10,171,241,7,36/3,36/3,8.46,34.43,24.43,0,0

Scott Boland,RPS,bat,2,0,0,0,0,0,0,0,0,0,0,0,0

Scott Boland,RPS,bowl,2,2,42,54,2,31/2,31/2,7.71,27,21,0,0

Ashok Dinda,RPS,bat,78,17,7,26,7,2.6,48,54.17,0,0,0,2,0

Ashok Dinda,RPS,bowl,78,75,1516,2073,69,18/4,18/4,8.2,30.04,21.97,0,0

Peter Handscomb,RPS,bat,2,1,0,6,6,6,12,50,0,0,0,0,0

Peter Handscomb,RPS,bowl,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#,#EANF#

Mitchell Marsh,RPS,bat,20,14,2,225,38,18.75,196,114.8,0,0,0,9,14

Mitchell Marsh,RPS,bowl,20,18,315,414,20,25/4,25/4,7.89,20.7,15.75,0,0

Ishwar Pandey,RPS,bat,25,1,0,0,0,0,2,0,0,0,0,0,0

Ishwar Pandey,RPS,bowl,25,24,462,591,18,23/2,23/2,7.68,32.83,25.67,0,0

Thisara Perera,RPS,bat,37,30,8,422,40,19.18,307,137.46,0,0,0,23,26

Thisara Perera,RPS,bowl,37,36,698,1016,31,20/3,20/3,8.73,32.77,22.52,0,0

Ajinkya Rahane,RPS,bat,111,105,14,3057,103,33.59,2535,120.59,1,0,25,320,60

Ajinkya Rahane,RPS,bowl,111,1,6,5,1,5/1,5/1,5,5,6,0,0

RP Singh,RPS,bat,82,30,15,52,10,3.47,76,68.42,0,0,0,2,1

RP Singh,RPS,bowl,82,82,1775,2338,90,22/4,22/4,7.9,25.98,19.72,0,0

